Protein_ID,Binding_Affinity,Grid_Center,Grid_Size,Status,Message,Timestamp
EIW90326.1,-6.314,"(-2.108, -2.286, -3.287)","(53.628, 57.402, 70.822)",Success,OK,2026-01-04T00:04:03.749463
EIW90390.1,-5.361,"(0.545, 1.724, 5.514)","(74.988, 68.329, 91.705)",Success,OK,2026-01-04T00:04:25.789881
EIW90405.1,-5.567,"(-0.436, 0.362, 2.018)","(63.562, 56.236, 81.07)",Success,OK,2026-01-04T00:04:45.872973
EIW90447.1,-5.264,"(8.068, -2.04, -1.326)","(81.963, 79.323, 106.594)",Success,OK,2026-01-04T00:05:12.846602
EIW90505.1,-7.218,"(-0.22, 1.2, 0.758)","(61.382, 57.434, 67.745)",Success,OK,2026-01-04T00:05:30.913612
EIW90545.1,-5.62,"(0.183, -0.211, 13.511)","(51.554, 51.663, 84.95)",Success,OK,2026-01-04T00:05:49.466095
GAA0860701.1,-4.887,"(1.284, -1.364, 2.161)","(42.551, 41.426, 67.465)",Success,OK,2026-01-04T00:06:03.740225
GAA0860729.1,-5.954,"(0.744, -2.914, -0.279)","(55.204, 64.826, 60.292)",Success,OK,2026-01-04T00:06:21.985228
GAA0860885.1,-5.005,"(-3.692, 13.944, -3.218)","(88.738, 92.61, 102.381)",Success,OK,2026-01-04T00:06:44.683062
GAA0861405.1,-5.937,"(5.889, 0.079, 0.402)","(53.539, 50.097, 56.03)",Success,OK,2026-01-04T00:06:59.357019
GAA0861481.1,-5.446,"(-1.627, 3.014, -1.969)","(60.954, 52.378, 72.025)",Success,OK,2026-01-04T00:07:16.187783
GAA0861555.1,-5.695,"(-4.149, -1.532, -12.647)","(60.461, 66.771, 80.315)",Success,OK,2026-01-04T00:07:36.356375
GAA0861703.1,-5.629,"(0.387, 0.509, 3.968)","(67.485, 59.936, 60.576)",Success,OK,2026-01-04T00:07:51.598035
GAA0861709.1,-4.672,"(-8.027, -12.46, -22.993)","(69.275, 89.745, 120.231)",Success,OK,2026-01-04T00:08:11.490100
GAA0861711.1,-5.845,"(19.691, 2.655, 14.718)","(87.817, 50.873, 82.955)",Success,OK,2026-01-04T00:08:27.631028
GAA0861809.1,-6.04,"(-0.217, -5.046, -0.756)","(49.942, 58.247, 57.844)",Success,OK,2026-01-04T00:08:40.735134
GAA0861872.1,-4.555,"(10.679, 8.178, 9.206)","(71.253, 68.158, 82.224)",Success,OK,2026-01-04T00:08:57.179665
GAA0862260.1,-5.112,"(-4.075, 10.254, 3.216)","(67.112, 85.406, 79.015)",Success,OK,2026-01-04T00:09:16.144174
GAA0862540.1,-5.139,"(-0.579, -1.863, -10.371)","(53.726, 55.192, 81.79)",Success,OK,2026-01-04T00:09:30.881783
GAA0862694.1,-5.872,"(-7.77, 8.619, -4.624)","(70.648, 81.468, 100.28)",Success,OK,2026-01-04T00:09:49.216942
GAA0862880.1,-5.793,"(0.324, 10.671, 8.252)","(54.419, 92.281, 86.222)",Success,OK,2026-01-04T00:10:08.475711
GAA0862886.1,-5.502,"(-3.418, -11.525, -17.726)","(52.566, 80.664, 97.159)",Success,OK,2026-01-04T00:10:25.478489
GAA0862901.1,-5.623,"(-3.511, -3.545, -0.194)","(63.4, 55.508, 68.785)",Success,OK,2026-01-04T00:10:39.574602
GAA0863102.1,-5.176,"(1.843, 6.962, -4.545)","(73.913, 86.801, 115.695)",Success,OK,2026-01-04T00:10:59.467187
GAA0863192.1,-5.23,"(2.782, 3.309, -4.218)","(58.351, 61.273, 72.197)",Success,OK,2026-01-04T00:11:14.739886
GAA0863355.1,-6.071,"(-10.377, -9.809, 1.241)","(78.142, 65.161, 77.005)",Success,OK,2026-01-04T00:11:31.139520
GAA0863481.1,-5.264,"(3.3, -2.169, -4.188)","(47.319, 84.899, 69.824)",Success,OK,2026-01-04T00:11:46.457749
GAA0863483.1,-6.012,"(-1.024, 0.689, -2.655)","(59.757, 68.5, 63.734)",Success,OK,2026-01-04T00:12:01.426925
GAA0863883.1,-4.788,"(16.035, 29.45, 0.81)","(78.24, 113.946, 48.204)",Success,OK,2026-01-04T00:12:17.910320
GAA0863894.1,-5.898,"(0.851, -6.481, -9.424)","(70.827, 74.51, 76.194)",Success,OK,2026-01-04T00:12:34.157972
GAA0863896.1,-5.112,"(-6.524, 1.681, 10.329)","(74.323, 78.381, 92.254)",Success,OK,2026-01-04T00:12:51.309274
GAA0864033.1,-4.667,"(-1.59, -1.795, -0.357)","(57.968, 58.994, 65.879)",Success,OK,2026-01-04T00:13:06.003541
GAA0864140.1,-6.123,"(0.72, -0.469, -1.685)","(75.229, 59.5, 60.249)",Success,OK,2026-01-04T00:13:21.448518
GAA0864162.1,-5.416,"(-1.26, -3.935, 6.271)","(53.065, 59.31, 68.569)",Success,OK,2026-01-04T00:13:35.172798
GAA0864275.1,-6.549,"(-2.867, 14.73, -1.04)","(68.627, 90.462, 68.038)",Success,OK,2026-01-04T00:13:53.779498
GAA0864281.1,-6.134,"(-0.563, 4.046, 0.345)","(77.6, 62.901, 75.519)",Success,OK,2026-01-04T00:14:11.380305
GAA0864338.1,-6.115,"(1.793, 1.15, 0.32)","(55.931, 60.344, 57.799)",Success,OK,2026-01-04T00:14:25.546502
GAA0864363.1,-4.333,"(0.488, -3.684, -8.734)","(41.091, 64.896, 79.806)",Success,OK,2026-01-04T00:14:39.527735
GAA0864428.1,-5.093,"(14.995, -6.405, -3.871)","(93.566, 91.389, 76.61)",Success,OK,2026-01-04T00:14:58.434893
GAA0864463.1,-4.603,"(10.643, 3.698, 17.875)","(69.665, 66.194, 98.591)",Success,OK,2026-01-04T00:15:15.553238
GAA0864524.1,-5.927,"(-2.475, -0.92, -5.081)","(67.135, 39.717, 64.449)",Success,OK,2026-01-04T00:15:29.031719
GAA0864746.1,-4.423,"(-17.098, -12.641, -5.036)","(79.71, 61.162, 66.348)",Success,OK,2026-01-04T00:15:45.350208
GAA0864768.1,-5.858,"(-5.177, -7.755, -16.462)","(68.09, 69.199, 98.251)",Success,OK,2026-01-04T00:16:05.306744
GAA0864880.1,-6.457,"(-2.639, -0.66, 17.956)","(67.793, 71.451, 98.348)",Success,OK,2026-01-04T00:16:26.268473
GAA0865437.1,-5.333,"(1.23, -0.967, -5.678)","(53.454, 46.885, 75.541)",Success,OK,2026-01-04T00:16:41.301876
GAA0865600.1,-4.555,"(-4.174, -10.237, 10.997)","(83.677, 105.677, 114.622)",Success,OK,2026-01-04T00:17:06.538041
GAA0865645.1,-3.895,"(16.677, 31.09, 30.591)","(82.451, 110.466, 126.0)",Success,OK,2026-01-04T00:17:27.564095
GAA0865689.1,-4.883,"(-8.502, -3.355, -17.193)","(77.869, 66.106, 94.382)",Success,OK,2026-01-04T00:17:46.082061
GAA0865841.1,-5.459,"(4.792, 7.247, 13.031)","(63.017, 65.796, 86.654)",Success,OK,2026-01-04T00:18:02.371166
GAA0866309.1,-5.389,"(0.062, -3.199, -1.543)","(57.049, 61.611, 74.116)",Success,OK,2026-01-04T00:18:18.374599
GAA0866363.1,-5.09,"(10.889, 8.64, 14.736)","(111.243, 110.51, 105.091)",Success,OK,2026-01-04T00:18:48.319472
GAA0866512.1,-5.255,"(-1.602, 4.993, 1.009)","(57.84, 56.251, 53.984)",Success,OK,2026-01-04T00:19:01.462895
GAA0866554.1,-5.873,"(0.587, 1.349, 1.034)","(40.801, 56.538, 50.287)",Success,OK,2026-01-04T00:19:14.120478
GAA0866651.1,-6.044,"(12.108, 8.499, -0.009)","(84.441, 77.972, 82.388)",Success,OK,2026-01-04T00:19:35.460108
GAA0866708.1,-6.162,"(-2.435, 10.065, 17.395)","(50.507, 69.654, 91.027)",Success,OK,2026-01-04T00:19:51.001926
GAA0866901.1,-4.817,"(-4.954, -26.404, -16.276)","(68.653, 123.813, 92.122)",Success,OK,2026-01-04T00:20:11.755280
GAA0867017.1,-5.329,"(0.262, -14.964, 3.349)","(100.606, 124.159, 126.0)",Success,OK,2026-01-04T00:20:40.838705
GAA0867132.1,-5.301,"(0.01, -9.575, -11.268)","(63.2, 91.297, 103.388)",Success,OK,2026-01-04T00:21:01.006866
GAA0867191.1,-6.031,"(0.027, 1.769, -3.625)","(65.29, 61.343, 68.608)",Success,OK,2026-01-04T00:21:17.222761
GAA0867347.1,-5.234,"(4.71, 5.891, -11.893)","(66.507, 84.193, 126.0)",Success,OK,2026-01-04T00:21:37.935326
GAA0867384.1,-5.981,"(0.675, -2.7, 4.902)","(51.147, 53.045, 62.919)",Success,OK,2026-01-04T00:21:51.270309
GAA4400277.1,-5.584,"(7.169, -2.606, 12.427)","(65.884, 59.4, 94.939)",Success,OK,2026-01-04T00:22:06.748590
GAA4400431.1,-4.397,"(9.979, 7.04, 1.808)","(97.847, 85.645, 96.144)",Success,OK,2026-01-04T00:22:28.562677
GAA4400435.1,-4.948,"(1.667, 2.993, 4.117)","(62.087, 49.807, 102.698)",Success,OK,2026-01-04T00:22:43.805249
GAA4400557.1,-4.681,"(2.851, 14.742, 6.805)","(37.149, 75.226, 61.928)",Success,OK,2026-01-04T00:22:57.095212
GAA4400730.1,-5.427,"(0.411, -0.245, 1.315)","(62.374, 69.175, 62.02)",Success,OK,2026-01-04T00:23:12.124987
GAA4401235.1,-5.551,"(3.739, 1.188, -7.37)","(62.255, 65.845, 119.102)",Success,OK,2026-01-04T00:23:30.653502
GAA4401282.1,-4.966,"(-1.833, 2.154, 7.224)","(85.456, 113.644, 115.318)",Success,OK,2026-01-04T00:23:52.678367
GAA4401297.1,-5.11,"(2.173, -3.951, 6.073)","(50.33, 83.173, 100.292)",Success,OK,2026-01-04T00:24:08.754407
GAA4401449.1,-5.284,"(-4.863, 2.623, -3.394)","(56.801, 73.577, 57.43)",Success,OK,2026-01-04T00:24:23.088925
GAA4401862.1,-6.239,"(-1.653, -0.241, -2.371)","(67.441, 55.882, 73.751)",Success,OK,2026-01-04T00:24:39.187967
GAA4401882.1,-5.469,"(-2.261, -2.11, 7.925)","(53.255, 57.21, 93.832)",Success,OK,2026-01-04T00:24:54.861404
GAA4402746.1,-5.837,"(3.095, -1.123, -2.656)","(62.345, 63.977, 84.177)",Success,OK,2026-01-04T00:25:12.308843
GAA4403019.1,-6.223,"(-0.251, -1.787, 5.072)","(52.208, 55.723, 78.527)",Success,OK,2026-01-04T00:25:26.617152
GAA4403286.1,-5.525,"(-9.922, -2.497, -36.069)","(77.024, 79.26, 126.0)",Success,OK,2026-01-04T00:25:47.048685
GAA4403759.1,-6.724,"(0.005, 4.249, -0.564)","(54.342, 67.251, 74.287)",Success,OK,2026-01-04T00:26:01.909841
GAA4404089.1,-6.199,"(2.565, -1.312, 2.155)","(61.564, 60.394, 78.545)",Success,OK,2026-01-04T00:26:18.428931
GAA4404102.1,-5.134,"(1.152, -1.699, 0.397)","(43.485, 45.075, 60.01)",Success,OK,2026-01-04T00:26:29.876558
GAA4404105.1,-4.971,"(0.101, 0.007, -1.958)","(47.268, 55.557, 60.884)",Success,OK,2026-01-04T00:26:42.447401
GAA4404148.1,-6.13,"(2.291, 1.118, 2.617)","(63.226, 67.181, 81.367)",Success,OK,2026-01-04T00:26:59.832466
GAA4404879.1,-6.955,"(-2.471, 5.006, -1.851)","(72.432, 72.61, 67.684)",Success,OK,2026-01-04T00:27:18.011416
GAA4405679.1,-4.894,"(-10.055, 3.323, 5.443)","(118.713, 67.484, 85.548)",Success,OK,2026-01-04T00:27:35.545805
GAA4406199.1,-4.59,"(-2.105, -4.517, -15.495)","(63.55, 71.31, 97.893)",Success,OK,2026-01-04T00:27:54.301306
GAA4406202.1,-6.076,"(-10.313, -4.457, -3.06)","(78.699, 70.405, 69.318)",Success,OK,2026-01-04T00:28:11.242740
GAA4406263.1,-5.873,"(0.517, -4.477, -0.655)","(62.75, 65.454, 64.088)",Success,OK,2026-01-04T00:28:25.713055
GAA4406478.1,-5.107,"(1.185, 1.188, -4.624)","(99.056, 102.802, 126.0)",Success,OK,2026-01-04T00:28:47.746130
GAA4406919.1,-6.097,"(1.74, 3.522, -1.112)","(67.988, 67.126, 66.565)",Success,OK,2026-01-04T00:29:04.087211
GAA4407281.1,-4.424,"(-0.223, 2.526, -15.177)","(84.995, 81.744, 125.629)",Success,OK,2026-01-04T00:29:22.730132
GAA4407340.1,-4.502,"(1.067, -7.472, -11.868)","(71.962, 100.428, 85.281)",Success,OK,2026-01-04T00:29:40.964709
GAA4408343.1,-5.488,"(0.521, 1.616, -0.839)","(66.848, 74.721, 87.781)",Success,OK,2026-01-04T00:29:59.194656
GAA4408368.1,-5.865,"(-15.027, -12.501, -11.442)","(78.636, 75.895, 82.952)",Success,OK,2026-01-04T00:30:16.305587
GAA4408724.1,-7.293,"(2.646, -3.88, -8.445)","(62.565, 70.013, 73.988)",Success,OK,2026-01-04T00:30:32.392228
GAA4409212.1,-5.132,"(-5.024, 0.766, -3.491)","(52.457, 53.128, 58.735)",Success,OK,2026-01-04T00:30:45.479493
GAA4409482.1,-4.72,"(0.532, 1.661, 4.989)","(53.236, 57.801, 65.118)",Success,OK,2026-01-04T00:30:59.878125
GAA4409871.1,-5.233,"(-0.517, -4.604, -1.979)","(83.095, 115.658, 97.792)",Success,OK,2026-01-04T00:31:21.022048
GAA4409928.1,-5.154,"(2.703, 0.81, -4.189)","(96.615, 104.356, 120.756)",Success,OK,2026-01-04T00:31:42.673540
GAA4410300.1,-4.402,"(4.127, 9.313, -3.492)","(83.943, 79.936, 109.337)",Success,OK,2026-01-04T00:32:00.491961
GAA4410329.1,-5.985,"(-4.614, 3.255, 11.171)","(63.777, 86.51, 126.0)",Success,OK,2026-01-04T00:32:20.260266
GAA4410605.1,-4.792,"(-1.188, -19.466, -19.005)","(77.519, 100.236, 106.946)",Success,OK,2026-01-04T00:32:41.777885
GAA4410761.1,-4.947,"(-4.723, 2.703, -4.57)","(77.564, 59.256, 68.645)",Success,OK,2026-01-04T00:32:57.416533
GAA4411317.1,-5.648,"(-0.371, -2.209, -4.713)","(60.203, 65.051, 78.111)",Success,OK,2026-01-04T00:33:13.358988
GAA4411759.1,-4.872,"(5.061, -0.699, 5.526)","(98.141, 99.665, 126.0)",Success,OK,2026-01-04T00:33:39.839975
GAA4412007.1,-6.143,"(-4.33, 4.15, 4.717)","(62.511, 61.332, 59.547)",Success,OK,2026-01-04T00:33:53.407301
GAA4412154.1,-5.599,"(0.474, -2.194, -4.004)","(55.952, 66.234, 74.291)",Success,OK,2026-01-04T00:34:09.429457
GAA4412911.1,-5.121,"(-5.513, 1.871, -4.468)","(67.317, 45.562, 80.405)",Success,OK,2026-01-04T00:34:23.465350
GAA4413129.1,-5.949,"(0.633, 10.549, -2.962)","(71.911, 88.558, 90.773)",Success,OK,2026-01-04T00:34:44.058271
GAA4413967.1,-5.325,"(4.1, 10.427, 9.586)","(53.727, 77.725, 76.409)",Success,OK,2026-01-04T00:35:00.188443
GAA4414115.1,-4.412,"(12.316, 4.312, 6.241)","(82.31, 47.153, 61.942)",Success,OK,2026-01-04T00:35:13.668223
GAA4414885.1,-5.02,"(-6.284, 5.334, -10.355)","(99.213, 121.423, 126.0)",Success,OK,2026-01-04T00:35:39.541761
GAA4415293.1,-5.544,"(-7.251, 4.004, 3.169)","(73.788, 65.459, 83.087)",Success,OK,2026-01-04T00:35:57.616275
GAA4416331.1,-4.474,"(-12.782, -12.869, -5.838)","(76.819, 92.374, 80.335)",Success,OK,2026-01-04T00:36:14.580446
GAA4416472.1,-5.542,"(-0.965, -0.046, -2.802)","(52.158, 48.792, 55.845)",Success,OK,2026-01-04T00:36:26.986822
GAA4416828.1,-5.338,"(5.797, 3.022, 13.605)","(59.216, 63.185, 86.603)",Success,OK,2026-01-04T00:36:42.500006
GAA4416875.1,-6.218,"(1.248, -3.249, 2.276)","(44.362, 53.597, 89.1)",Success,OK,2026-01-04T00:36:55.929725
GAB6178790.1,-6.033,"(-4.502, 0.086, -1.018)","(70.646, 61.482, 65.406)",Success,OK,2026-01-04T00:37:12.196854
GAB6178797.1,-4.717,"(1.99, -13.971, -3.571)","(73.995, 93.755, 77.176)",Success,OK,2026-01-04T00:37:29.359883
GAB6179086.1,-5.399,"(2.129, -5.542, 1.835)","(60.412, 74.08, 111.449)",Success,OK,2026-01-04T00:37:48.197373
GAB6179170.1,-4.979,"(-5.128, 6.155, -11.381)","(68.998, 93.247, 107.693)",Success,OK,2026-01-04T00:38:08.636615
GAB6179477.1,-5.731,"(-1.07, 0.26, 3.609)","(95.807, 57.581, 79.177)",Success,OK,2026-01-04T00:38:24.619208
GAB6179553.1,-5.121,"(-1.141, 0.231, -2.324)","(49.721, 52.441, 67.504)",Success,OK,2026-01-04T00:38:37.752136
GAB6179572.1,-5.1,"(3.039, 6.19, 12.199)","(79.244, 75.779, 87.38)",Success,OK,2026-01-04T00:38:55.933138
GAB6179720.1,-5.758,"(-2.791, -2.531, -5.24)","(67.522, 70.082, 71.596)",Success,OK,2026-01-04T00:39:12.997343
GAB6179891.1,-5.395,"(2.853, 4.614, -2.35)","(64.337, 69.898, 73.8)",Success,OK,2026-01-04T00:39:28.676405
GAB6179983.1,-7.296,"(0.781, 3.261, 7.965)","(59.58, 49.321, 96.412)",Success,OK,2026-01-04T00:39:42.870766
GAB6180295.1,-4.589,"(-5.239, -0.872, -7.81)","(126.0, 94.937, 124.15)",Success,OK,2026-01-04T00:40:11.699402
GAB6180520.1,-4.526,"(6.471, 6.76, 6.216)","(84.011, 99.428, 126.0)",Success,OK,2026-01-04T00:40:29.928308
GAB6180822.1,-6.05,"(-2.646, -5.653, 13.841)","(50.455, 67.297, 91.318)",Success,OK,2026-01-04T00:40:44.544322
GAB6180825.1,-5.194,"(0.95, 0.409, 26.859)","(52.221, 59.699, 126.0)",Success,OK,2026-01-04T00:41:01.666771
GAB6180897.1,-4.873,"(4.54, -2.724, 2.472)","(64.285, 59.666, 103.406)",Success,OK,2026-01-04T00:41:18.184422
GAB6180907.1,-5.443,"(0.818, -0.008, -4.043)","(62.554, 63.593, 61.695)",Success,OK,2026-01-04T00:41:33.368907
GAB6181018.1,-6.066,"(1.919, -2.485, 0.699)","(68.061, 74.06, 92.764)",Success,OK,2026-01-04T00:41:51.668442
GAB6181217.1,-4.97,"(4.847, 14.235, 6.972)","(84.891, 99.608, 94.604)",Success,OK,2026-01-04T00:42:13.492002
GAB6181223.1,-5.829,"(-2.935, -0.056, -0.112)","(56.212, 56.997, 73.576)",Success,OK,2026-01-04T00:42:28.620161
GAB6181306.1,-5.254,"(0.236, -3.938, 5.268)","(70.601, 57.603, 97.547)",Success,OK,2026-01-04T00:42:46.626194
GAB6181549.1,-5.153,"(0.99, -5.316, -2.823)","(58.818, 76.595, 86.51)",Success,OK,2026-01-04T00:43:03.761474
GAB6181599.1,-5.646,"(0.928, -0.475, -3.277)","(59.84, 61.988, 63.295)",Success,OK,2026-01-04T00:43:18.441765
GAB6181665.1,-5.34,"(-0.553, 1.646, 0.915)","(69.679, 64.388, 74.21)",Success,OK,2026-01-04T00:43:34.986694
GAB6181926.1,-6.345,"(2.839, 1.473, 1.759)","(64.97, 52.295, 64.02)",Success,OK,2026-01-04T00:43:48.609905
GAB6181961.1,-5.168,"(4.508, -3.953, -17.882)","(62.389, 61.682, 89.868)",Success,OK,2026-01-04T00:44:03.741621
GAB6182008.1,-5.277,"(9.328, 11.226, -9.878)","(86.714, 97.665, 89.146)",Success,OK,2026-01-04T00:44:26.032621
GAB6182077.1,-4.935,"(12.15, 0.088, 5.398)","(88.175, 82.567, 126.0)",Success,OK,2026-01-04T00:44:49.652830
GAB6182258.1,-5.191,"(-5.168, -5.764, -1.512)","(83.896, 78.336, 82.492)",Success,OK,2026-01-04T00:45:08.640347
GFO80452.1,-5.354,"(1.167, 11.051, 13.112)","(65.698, 82.266, 98.379)",Success,OK,2026-01-04T00:45:27.292633
GFO80534.1,-6.283,"(-0.815, 1.054, 0.584)","(63.145, 77.074, 79.443)",Success,OK,2026-01-04T00:45:45.295405
GFO80543.1,-5.534,"(-7.206, -1.585, -15.088)","(75.851, 54.751, 88.271)",Success,OK,2026-01-04T00:46:01.094677
GFO80607.1,-6.105,"(2.194, -2.319, 6.47)","(64.059, 59.816, 71.576)",Success,OK,2026-01-04T00:46:16.408362
GFO80632.1,-5.167,"(-3.413, 0.405, 7.228)","(52.863, 52.942, 74.502)",Success,OK,2026-01-04T00:46:30.564336
GFO80642.1,-5.843,"(1.867, -9.869, 2.325)","(82.871, 77.518, 73.675)",Success,OK,2026-01-04T00:46:49.547554
GFO80721.1,-5.455,"(2.825, 3.588, -9.98)","(61.487, 53.076, 82.331)",Success,OK,2026-01-04T00:47:04.757679
GFO80744.1,-4.9,"(-1.116, 1.806, 1.244)","(51.098, 45.368, 69.806)",Success,OK,2026-01-04T00:47:17.227375
GFO80815.1,-6.163,"(28.434, 4.319, 1.781)","(107.843, 62.547, 72.416)",Success,OK,2026-01-04T00:47:35.414330
GFO80937.1,-5.469,"(0.091, -4.024, 0.327)","(60.071, 66.167, 64.575)",Success,OK,2026-01-04T00:47:50.622234
GFO80973.1,-5.224,"(1.495, 6.08, -8.082)","(75.149, 76.521, 87.353)",Success,OK,2026-01-04T00:48:09.013998
GFO81000.1,-5.323,"(-0.194, -2.511, -2.877)","(61.382, 59.677, 73.896)",Success,OK,2026-01-04T00:48:23.977940
GFO81022.1,-5.794,"(-4.918, 2.491, -9.206)","(65.675, 85.837, 85.682)",Success,OK,2026-01-04T00:48:41.838569
GFO81077.1,-5.255,"(5.542, -2.675, 19.171)","(65.41, 64.003, 104.304)",Success,OK,2026-01-04T00:48:59.602113
GFO81083.1,-5.197,"(-0.05, 1.069, 8.071)","(51.353, 62.668, 86.71)",Success,OK,2026-01-04T00:49:14.696291
GFO81174.1,-4.396,"(3.376, -10.679, 1.637)","(89.552, 100.939, 97.529)",Success,OK,2026-01-04T00:49:38.589535
GFO81176.1,-4.786,"(-13.169, 2.915, -14.091)","(76.466, 62.584, 94.323)",Success,OK,2026-01-04T00:49:55.036535
GFO81227.1,-5.807,"(-0.281, -9.38, -6.512)","(49.751, 79.193, 75.58)",Success,OK,2026-01-04T00:50:09.887262
GFO81255.1,-6.282,"(0.579, 2.636, -3.131)","(60.149, 53.279, 71.651)",Success,OK,2026-01-04T00:50:24.348461
GFO81271.1,-5.887,"(-6.7, -15.677, -3.364)","(77.941, 99.498, 79.786)",Success,OK,2026-01-04T00:50:44.796299
GFO81299.1,-5.549,"(-0.092, -0.217, -0.04)","(57.418, 45.925, 85.163)",Success,OK,2026-01-04T00:50:58.783456
GFO81327.1,-5.151,"(0.147, 1.121, -1.636)","(62.36, 62.603, 73.245)",Success,OK,2026-01-04T00:51:15.092781
GFO81343.1,-4.98,"(8.23, -3.599, -1.758)","(76.663, 68.356, 83.31)",Success,OK,2026-01-04T00:51:32.271392
GFO81374.1,-4.768,"(-18.349, -4.262, -7.83)","(90.967, 79.817, 68.767)",Success,OK,2026-01-04T00:51:49.325812
GFO81421.1,-5.502,"(-1.332, -0.393, -3.173)","(73.037, 60.823, 80.01)",Success,OK,2026-01-04T00:52:06.301613
GFO81425.1,-6.473,"(-2.778, 4.3, -3.232)","(64.964, 68.833, 63.467)",Success,OK,2026-01-04T00:52:21.819828
GFO81439.1,-4.916,"(-3.328, 3.123, 3.199)","(82.229, 98.418, 126.0)",Success,OK,2026-01-04T00:52:45.225087
GFO81477.1,-5.442,"(-15.167, -1.942, -5.502)","(89.682, 78.568, 68.905)",Success,OK,2026-01-04T00:53:04.433571
GFO81568.1,-6.23,"(6.066, 6.019, -2.873)","(65.063, 71.822, 74.584)",Success,OK,2026-01-04T00:53:20.601613
GFO81589.1,-5.277,"(-19.785, -4.789, -1.944)","(86.417, 73.61, 59.328)",Success,OK,2026-01-04T00:53:36.452839
GFO81660.1,-4.949,"(16.53, -7.87, -3.705)","(85.84, 73.533, 105.972)",Success,OK,2026-01-04T00:53:54.860682
GFO81663.1,-5.458,"(16.732, -1.033, -0.992)","(120.356, 74.039, 74.706)",Success,OK,2026-01-04T00:54:16.373775
GFO81770.1,-5.195,"(1.04, 2.857, 1.563)","(51.489, 69.595, 77.276)",Success,OK,2026-01-04T00:54:30.970115
GFO81824.1,-6.971,"(-3.829, -1.755, -6.841)","(58.942, 61.383, 71.032)",Success,OK,2026-01-04T00:54:46.580478
GFO81930.1,-5.128,"(-1.093, -1.099, -1.357)","(55.835, 53.098, 63.472)",Success,OK,2026-01-04T00:54:59.856287
GFO81983.1,-5.407,"(1.122, -1.675, 6.074)","(57.024, 60.505, 76.6)",Success,OK,2026-01-04T00:55:14.141512
GFO81997.1,-4.498,"(-4.994, 9.515, 1.666)","(56.626, 71.58, 80.575)",Success,OK,2026-01-04T00:55:29.701532
GFO82005.1,-5.86,"(5.162, 4.534, -11.622)","(103.014, 90.276, 126.0)",Success,OK,2026-01-04T00:55:52.692285
GFO82024.1,-5.711,"(0.264, 10.601, -0.245)","(55.486, 75.151, 57.602)",Success,OK,2026-01-04T00:56:07.887328
GFO82122.1,-6.014,"(7.49, -8.29, 3.809)","(77.59, 72.236, 80.894)",Success,OK,2026-01-04T00:56:27.271552
GFO82150.1,-4.98,"(-1.618, -1.76, -0.994)","(44.114, 50.348, 54.852)",Success,OK,2026-01-04T00:56:38.902448
GFO82172.1,-5.344,"(2.415, 0.087, -7.361)","(81.994, 97.163, 91.045)",Success,OK,2026-01-04T00:56:57.182685
GFO82238.1,-6.08,"(-0.983, -3.807, 0.329)","(60.04, 59.133, 61.659)",Success,OK,2026-01-04T00:57:11.874438
GFO82281.1,-5.014,"(-5.832, -1.889, -28.501)","(63.527, 73.054, 124.577)",Success,OK,2026-01-04T00:57:30.874275
GFO82287.1,-6.012,"(-3.842, 0.887, -0.167)","(60.214, 67.112, 69.349)",Success,OK,2026-01-04T00:57:45.731715
GFO82341.1,-6.04,"(-0.236, 0.603, 2.058)","(58.801, 63.837, 67.528)",Success,OK,2026-01-04T00:58:01.064836
GFO82359.1,-4.985,"(-2.073, -3.537, 4.41)","(66.822, 92.756, 126.0)",Success,OK,2026-01-04T00:58:22.961125
GFO82466.1,-5.219,"(-11.681, 3.278, -19.851)","(93.949, 53.557, 126.0)",Success,OK,2026-01-04T00:58:41.983465
GFO82476.1,-5.893,"(-0.788, 2.272, -1.013)","(54.89, 64.47, 56.221)",Success,OK,2026-01-04T00:58:55.076053
GFO82487.1,-5.908,"(-4.716, -2.804, -0.121)","(62.511, 58.047, 53.151)",Success,OK,2026-01-04T00:59:08.344851
GFO82569.1,-5.292,"(-18.94, 6.747, 16.401)","(97.602, 75.769, 91.377)",Success,OK,2026-01-04T00:59:26.466015
GFO82611.1,-5.307,"(0.545, 0.592, 0.404)","(57.639, 58.608, 65.195)",Success,OK,2026-01-04T00:59:40.235277
GFO82621.1,-5.688,"(0.195, 8.514, 7.01)","(74.524, 75.545, 69.132)",Success,OK,2026-01-04T00:59:57.547081
GFO82663.1,-4.853,"(5.235, -1.214, 1.601)","(70.401, 70.687, 111.335)",Success,OK,2026-01-04T01:00:19.827700
GFO82754.1,-6.399,"(10.613, 7.642, 2.967)","(80.451, 77.809, 78.315)",Success,OK,2026-01-04T01:00:40.149051
GFO82799.1,-6.006,"(-0.034, 4.608, -0.232)","(56.758, 68.071, 51.058)",Success,OK,2026-01-04T01:00:55.448928
GFO82810.1,-6.145,"(7.587, 2.652, 4.009)","(79.759, 82.512, 87.189)",Success,OK,2026-01-04T01:01:17.119633
GFO82870.1,-5.65,"(1.393, -12.214, -1.387)","(59.767, 77.73, 68.545)",Success,OK,2026-01-04T01:01:34.697056
GFO82940.1,-5.141,"(-1.335, -5.003, 3.925)","(83.211, 69.347, 97.928)",Success,OK,2026-01-04T01:01:55.393758
